acnotype,acno,acnoname,acnobnkcd,acnobnknm,cnprtacnotype,cnprtacno,cnprtname,cnprtbnkcd,cnprtbnknm,tranymd,tranprcssyms,rapdstcd,prdctctrcnth,transerno,ecaltrancncdcd,chnldstcd,chnidtalsbzwkdstcd,tranamt,cshtrferdstcd,hndinbnkcd,hndinbrncd,tranafbal,acncustidnfr,acncustmgtno,ntrcsumrydstcd,sumry,cardno,tranuno
01,110987654321,박영희,004,국민은행,01,110666555444,노태양,081,하나은행,20251026,20251026104739884240,2,1,106959,0,04,01,97138,0,004,1234,3669043,C000000002,00002,001,식비,,U439013
01,110666555444,노태양,081,하나은행,01,110987654321,박영희,004,국민은행,20251026,20251026104739884240,1,1,106960,0,04,01,97138,0,081,6789,6686192,C000000018,00018,002,식비,,U186285
01,110987654321,박영희,004,국민은행,01,110444555666,강민지,020,우리은행,20251105,20251105160017621594,2,1,106961,0,04,01,251271,0,004,1234,3417772,C000000002,00002,001,물품대금,,U772220
01,110444555666,강민지,020,우리은행,01,110987654321,박영희,004,국민은행,20251105,20251105160017621594,1,1,106962,0,04,01,251271,0,020,7890,8192313,C000000006,00006,002,물품대금,,U875551
01,110555444333,서준호,081,하나은행,01,110444333222,장민석,020,우리은행,20250202,20250202161752095827,2,1,106963,0,01,01,4672442,0,081,6789,-1854993,C000000013,00013,001,카드대금,,U406757
01,110444333222,장민석,020,우리은행,01,110555444333,서준호,081,하나은행,20250202,20250202161752095827,1,1,106964,0,01,01,4672442,0,020,6789,6868940,C000000016,00016,002,카드대금,,U632074
01,110222111000,안유진,011,농협은행,01,110666555444,노태양,081,하나은행,20250520,20250520112719653315,2,1,106965,0,01,01,227515,0,011,9012,26828990,C000000014,00014,001,의료비,,U907476
01,110666555444,노태양,081,하나은행,01,110222111000,안유진,011,농협은행,20250520,20250520112719653315,1,1,106966,0,01,01,227515,0,081,3456,6913707,C000000018,00018,002,의료비,,U612174
01,110444333222,장민석,020,우리은행,01,110999888777,배수지,011,농협은행,20250504,20250504150611140743,2,1,106967,0,04,01,32264,0,020,7890,6836676,C000000016,00016,001,교육비,,U229935
01,110999888777,배수지,011,농협은행,01,110444333222,장민석,020,우리은행,20250504,20250504150611140743,1,1,106968,0,04,01,32264,0,011,8901,2674334,C000000019,00019,002,교육비,,U881160
01,110777888999,조은비,088,신한은행,01,110555444333,서준호,081,하나은행,20250429,20250429114347978708,2,1,106969,0,01,01,469974,0,088,1234,14398003,C000000007,00007,001,대출상환,,U665865
01,110555444333,서준호,081,하나은행,01,110777888999,조은비,088,신한은행,20250429,20250429114347978708,1,1,106970,0,01,01,469974,0,081,3456,-1385019,C000000013,00013,002,대출상환,,U675249
01,110222111000,안유진,011,농협은행,01,110999888777,배수지,011,농협은행,20251206,20251206142044515133,2,1,106971,0,04,01,49672,0,011,7890,26779318,C000000014,00014,001,통신비,,U975787
01,110999888777,배수지,011,농협은행,01,110222111000,안유진,011,농협은행,20251206,20251206142044515133,1,1,106972,0,04,01,49672,0,011,9012,2724006,C000000019,00019,002,통신비,,U641620
01,110555444333,서준호,081,하나은행,01,110234567890,김철수,004,국민은행,20250802,20250802135031105561,2,1,106973,0,02,01,2279035,0,081,3456,-2195176,C000000013,00013,001,컨설팅비,,U459306
01,110234567890,김철수,004,국민은행,01,110555444333,서준호,081,하나은행,20250802,20250802135031105561,1,1,106974,0,02,01,2279035,0,004,2345,6227622,C000000001,00001,002,컨설팅비,,U556825
01,110222333444,윤서준,081,하나은행,02,ATM4912865090,ATM을지로점,081,하나은행,20250619,20250619105547353996,2,1,106975,0,03,02,28789,1,081,4567,19149634,C000000008,00008,001,서비스비용,3123861179910193,U913742
01,110111000999,권나연,088,신한은행,02,ATM5132569230,ATM을지로점,088,신한은행,20250512,20250512110632614122,2,1,106976,0,03,02,66445,1,088,2345,2756231,C000000017,00017,001,물품대금,3592094509409773,U410416
01,110666555444,노태양,081,하나은행,01,110777666555,홍시우,004,국민은행,20250103,20250103161916225629,2,1,106977,0,02,01,499915,0,081,5678,6413792,C000000018,00018,001,임대료,,U903081
01,110777666555,홍시우,004,국민은행,01,110666555444,노태양,081,하나은행,20250103,20250103161916225629,1,1,106978,0,02,01,499915,0,004,2345,4092645,C000000015,00015,002,임대료,,U659354
01,110234567890,김철수,004,국민은행,01,110888777666,오채원,088,신한은행,20250522,20250522175445043640,2,1,106979,0,01,01,472806,0,004,3456,5754816,C000000001,00001,001,교통비,,U831183
01,110888777666,오채원,088,신한은행,01,110234567890,김철수,004,국민은행,20250522,20250522175445043640,1,1,106980,0,01,01,472806,0,088,0123,10564257,C000000012,00012,002,교통비,,U422914
01,110987654321,박영희,004,국민은행,01,110555444333,서준호,081,하나은행,20250705,20250705171517721690,2,1,106981,0,04,01,209367,0,004,4567,3208405,C000000002,00002,001,임대료,,U123327
01,110555444333,서준호,081,하나은행,01,110987654321,박영희,004,국민은행,20250705,20250705171517721690,1,1,106982,0,04,01,209367,0,081,3456,-1985809,C000000013,00013,002,임대료,,U150268
01,110777888999,조은비,088,신한은행,01,110111222333,정수민,004,국민은행,20251020,20251020161116470094,2,1,106983,0,01,01,236939,0,088,0123,14161064,C000000007,00007,001,송금,,U492947
01,110111222333,정수민,004,국민은행,01,110777888999,조은비,088,신한은행,20251020,20251020161116470094,1,1,106984,0,01,01,236939,0,004,1234,18941972,C000000005,00005,002,송금,,U698776
01,110222111000,안유진,011,농협은행,01,110555444333,서준호,081,하나은행,20251021,20251021120412293101,2,1,106985,0,02,01,4572124,0,011,8901,22207194,C000000014,00014,001,선물,,U270371
01,110555444333,서준호,081,하나은행,01,110222111000,안유진,011,농협은행,20251021,20251021120412293101,1,1,106986,0,02,01,4572124,0,081,5678,2586315,C000000013,00013,002,선물,,U464289
01,110333444555,임도현,020,우리은행,02,ATM5475432426,ATM종로점,020,우리은행,20250429,20250429100439814402,2,1,106987,0,03,02,255510,1,020,7890,3083580,C000000011,00011,001,공과금,3124009939312787,U571546
01,110666555444,노태양,081,하나은행,01,110111000999,권나연,088,신한은행,20250701,20250701102711871321,2,1,106988,0,01,01,50670,0,081,4567,6363122,C000000018,00018,001,생활비,,U529264
01,110111000999,권나연,088,신한은행,01,110666555444,노태양,081,하나은행,20250701,20250701102711871321,1,1,106989,0,01,01,50670,0,088,2345,2806901,C000000017,00017,002,생활비,,U151748
01,110888777666,오채원,088,신한은행,01,110888999000,최지훈,088,신한은행,20250222,20250222163950466163,2,1,106990,0,02,01,86930,0,088,1234,10477327,C000000012,00012,001,선물,,U934236
01,110888999000,최지훈,088,신한은행,01,110888777666,오채원,088,신한은행,20250222,20250222163950466163,1,1,106991,0,02,01,86930,0,088,2345,9901945,C000000004,00004,002,선물,,U181977
01,110111000999,권나연,088,신한은행,02,ATM8379739808,ATM종로점,088,신한은행,20250331,20250331092526577831,2,1,106992,0,03,02,498959,1,088,1234,2307942,C000000017,00017,001,생활비,8599942118869544,U853416
01,110888999000,최지훈,088,신한은행,02,ATM2552327723,ATM강남점,088,신한은행,20250205,20250205145556604323,2,1,106993,0,03,02,40445,1,088,1234,9861500,C000000004,00004,001,상환금,2572914198306570,U957230
01,110222333444,윤서준,081,하나은행,01,110234567890,김철수,004,국민은행,20251109,20251109123055459604,2,1,106994,0,01,01,13960,0,081,6789,19135674,C000000008,00008,001,보험료,,U639907
01,110234567890,김철수,004,국민은행,01,110222333444,윤서준,081,하나은행,20251109,20251109123055459604,1,1,106995,0,01,01,13960,0,004,3456,5768776,C000000001,00001,002,보험료,,U547959
01,110666777888,한지우,011,농협은행,02,ATM6092372385,ATM종로점,011,농협은행,20250228,20250228105631641289,2,1,106996,0,03,02,72558,1,011,0123,1807887,C000000009,00009,001,식비,6507019443313333,U357906
01,110555666777,이민수,020,우리은행,02,ATM3260018593,ATM을지로점,020,우리은행,20250708,20250708095525561235,2,1,106997,0,03,02,450218,1,020,8901,6690318,C000000003,00003,001,협력금,7872187060753350,U607472
01,110222333444,윤서준,081,하나은행,01,110444333222,장민석,020,우리은행,20251104,20251104151502926000,2,1,106998,0,01,01,1023953,0,081,6789,18111721,C000000008,00008,001,대출상환,,U186861
01,110444333222,장민석,020,우리은행,01,110222333444,윤서준,081,하나은행,20251104,20251104151502926000,1,1,106999,0,01,01,1023953,0,020,6789,7860629,C000000016,00016,002,대출상환,,U366493
01,110234567890,김철수,004,국민은행,01,110444555666,강민지,020,우리은행,20250408,20250408115431062607,2,1,107000,0,02,01,4469271,0,004,1234,1299505,C000000001,00001,001,협력금,,U815544
01,110444555666,강민지,020,우리은행,01,110234567890,김철수,004,국민은행,20250408,20250408115431062607,1,1,107001,0,02,01,4469271,0,020,6789,12661584,C000000006,00006,002,협력금,,U385399
01,110555666777,이민수,020,우리은행,01,110222111000,안유진,011,농협은행,20250131,20250131130535631533,2,1,107002,0,02,01,96106,0,020,7890,6594212,C000000003,00003,001,식비,,U763240
01,110222111000,안유진,011,농협은행,01,110555666777,이민수,020,우리은행,20250131,20250131130535631533,1,1,107003,0,02,01,96106,0,011,7890,22303300,C000000014,00014,002,식비,,U981860
01,110333444555,임도현,020,우리은행,01,110999000111,송하은,004,국민은행,20250905,20250905171200670691,2,1,107004,0,04,01,83574,0,020,8901,3000006,C000000011,00011,001,회비,,U920248
01,110999000111,송하은,004,국민은행,01,110333444555,임도현,020,우리은행,20250905,20250905171200670691,1,1,107005,0,04,01,83574,0,004,1234,923908,C000000010,00010,002,회비,,U228852
01,110666777888,한지우,011,농협은행,01,110555666777,이민수,020,우리은행,20250813,20250813104037080903,2,1,107006,0,02,01,2612434,0,011,0123,1619429,C000000009,00009,001,서비스비용,,U168861
01,110555666777,이민수,020,우리은행,01,110666777888,한지우,011,농협은행,20250813,20250813104037080903,1,1,107007,0,02,01,2612434,0,020,5678,9206646,C000000003,00003,002,서비스비용,,U270388
01,110222111000,안유진,011,농협은행,01,110555666777,이민수,020,우리은행,20251221,20251221140819744347,2,1,107008,0,01,01,320673,0,011,0123,21982627,C000000014,00014,001,급여이체,,U997872
01,110555666777,이민수,020,우리은행,01,110222111000,안유진,011,농협은행,20251221,20251221140819744347,1,1,107009,0,01,01,320673,0,020,8901,9527319,C000000003,00003,002,급여이체,,U520587
01,110987654321,박영희,004,국민은행,01,110888777666,오채원,088,신한은행,20250419,20250419110450261679,2,1,107010,0,04,01,276524,0,004,2345,2931881,C000000002,00002,001,보험료,,U303305
01,110888777666,오채원,088,신한은행,01,110987654321,박영희,004,국민은행,20250419,20250419110450261679,1,1,107011,0,04,01,276524,0,088,0123,10753851,C000000012,00012,002,보험료,,U988848
01,110444555666,강민지,020,우리은행,01,110222111000,안유진,011,농협은행,20250330,20250330112559707739,2,1,107012,0,04,01,495292,0,020,7890,12166292,C000000006,00006,001,임대료,,U938650
01,110222111000,안유진,011,농협은행,01,110444555666,강민지,020,우리은행,20250330,20250330112559707739,1,1,107013,0,04,01,495292,0,011,8901,22477919,C000000014,00014,002,임대료,,U518310
01,110888777666,오채원,088,신한은행,01,110111222333,정수민,004,국민은행,20250905,20250905160127916267,2,1,107014,0,02,01,478643,0,088,1234,10275208,C000000012,00012,001,보험료,,U901252
01,110111222333,정수민,004,국민은행,01,110888777666,오채원,088,신한은행,20250905,20250905160127916267,1,1,107015,0,02,01,478643,0,004,2345,19420615,C000000005,00005,002,보험료,,U466031
01,110999000111,송하은,004,국민은행,01,110777888999,조은비,088,신한은행,20250314,20250314091535712239,2,1,107016,0,01,01,58171,0,004,1234,865737,C000000010,00010,001,대출상환,,U183968
01,110777888999,조은비,088,신한은행,01,110999000111,송하은,004,국민은행,20250314,20250314091535712239,1,1,107017,0,01,01,58171,0,088,9012,14219235,C000000007,00007,002,대출상환,,U862450
01,110111222333,정수민,004,국민은행,01,110999000111,송하은,004,국민은행,20250930,20250930091532625653,2,1,107018,0,02,01,56580,0,004,3456,19364035,C000000005,00005,001,의료비,,U796100
01,110999000111,송하은,004,국민은행,01,110111222333,정수민,004,국민은행,20250930,20250930091532625653,1,1,107019,0,02,01,56580,0,004,3456,922317,C000000010,00010,002,의료비,,U454943
01,110222333444,윤서준,081,하나은행,01,110888999000,최지훈,088,신한은행,20250115,20250115132529169751,2,1,107020,0,01,01,54052,0,081,5678,18057669,C000000008,00008,001,공과금,,U586655
01,110888999000,최지훈,088,신한은행,01,110222333444,윤서준,081,하나은행,20250115,20250115132529169751,1,1,107021,0,01,01,54052,0,088,9012,9915552,C000000004,00004,002,공과금,,U940236
01,110888999000,최지훈,088,신한은행,01,110999888777,배수지,011,농협은행,20250718,20250718144907593128,2,1,107022,0,01,01,335824,0,088,2345,9579728,C000000004,00004,001,통신비,,U330532
01,110999888777,배수지,011,농협은행,01,110888999000,최지훈,088,신한은행,20250718,20250718144907593128,1,1,107023,0,01,01,335824,0,011,0123,3059830,C000000019,00019,002,통신비,,U775310
01,110333444555,임도현,020,우리은행,01,110444333222,장민석,020,우리은행,20250314,20250314151443254749,2,1,107024,0,02,01,38887,0,020,5678,2961119,C000000011,00011,001,교육비,,U758988
01,110444333222,장민석,020,우리은행,01,110333444555,임도현,020,우리은행,20250314,20250314151443254749,1,1,107025,0,02,01,38887,0,020,5678,7899516,C000000016,00016,002,교육비,,U116301
01,110777666555,홍시우,004,국민은행,01,110987654321,박영희,004,국민은행,20250724,20250724122221122411,2,1,107026,0,02,01,2709023,0,004,1234,1383622,C000000015,00015,001,생활비,,U701145
01,110987654321,박영희,004,국민은행,01,110777666555,홍시우,004,국민은행,20250724,20250724122221122411,1,1,107027,0,02,01,2709023,0,004,2345,5640904,C000000002,00002,002,생활비,,U902461
01,110555444333,서준호,081,하나은행,01,110888777666,오채원,088,신한은행,20251114,20251114092221107204,2,1,107028,0,02,01,20459,0,081,5678,2565856,C000000013,00013,001,컨설팅비,,U579089
01,110888777666,오채원,088,신한은행,01,110555444333,서준호,081,하나은행,20251114,20251114092221107204,1,1,107029,0,02,01,20459,0,088,2345,10295667,C000000012,00012,002,컨설팅비,,U555314
01,110888999000,최지훈,088,신한은행,01,110222111000,안유진,011,농협은행,20250920,20250920101041046347,2,1,107030,0,01,01,608409,0,088,0123,8971319,C000000004,00004,001,의료비,,U755399
01,110222111000,안유진,011,농협은행,01,110888999000,최지훈,088,신한은행,20250920,20250920101041046347,1,1,107031,0,01,01,608409,0,011,8901,23086328,C000000014,00014,002,의료비,,U542317
01,110444555666,강민지,020,우리은행,01,110111222333,정수민,004,국민은행,20250510,20250510150917183368,2,1,107032,0,01,01,148012,0,020,7890,12018280,C000000006,00006,001,선물,,U790850
01,110111222333,정수민,004,국민은행,01,110444555666,강민지,020,우리은행,20250510,20250510150917183368,1,1,107033,0,01,01,148012,0,004,3456,19512047,C000000005,00005,002,선물,,U410854
01,110999888777,배수지,011,농협은행,01,110444555666,강민지,020,우리은행,20250412,20250412115806240840,2,1,107034,0,01,01,10990,0,011,8901,3048840,C000000019,00019,001,투자금,,U725577
01,110444555666,강민지,020,우리은행,01,110999888777,배수지,011,농협은행,20250412,20250412115806240840,1,1,107035,0,01,01,10990,0,020,7890,12029270,C000000006,00006,002,투자금,,U814468
01,110333222111,문지훈,004,국민은행,02,ATM4138055984,ATM명동점,004,국민은행,20250530,20250530143531333345,2,1,107036,0,03,02,422182,1,004,2345,3003977,C000000020,00020,001,상환금,9066346240031444,U407841
01,110234567890,김철수,004,국민은행,01,110888777666,오채원,088,신한은행,20250806,20250806113521040386,2,1,107037,0,04,01,21784,0,004,2345,1277721,C000000001,00001,001,통신비,,U838902
01,110888777666,오채원,088,신한은행,01,110234567890,김철수,004,국민은행,20250806,20250806113521040386,1,1,107038,0,04,01,21784,0,088,9012,10317451,C000000012,00012,002,통신비,,U473809
01,110999888777,배수지,011,농협은행,01,110777666555,홍시우,004,국민은행,20251030,20251030141049679970,2,1,107039,0,04,01,269434,0,011,0123,2779406,C000000019,00019,001,상환금,,U756026
01,110777666555,홍시우,004,국민은행,01,110999888777,배수지,011,농협은행,20251030,20251030141049679970,1,1,107040,0,04,01,269434,0,004,3456,1653056,C000000015,00015,002,상환금,,U799031
01,110888999000,최지훈,088,신한은행,01,110999888777,배수지,011,농협은행,20251126,20251126133630883173,2,1,107041,0,01,01,53491,0,088,9012,8917828,C000000004,00004,001,식비,,U232106
01,110999888777,배수지,011,농협은행,01,110888999000,최지훈,088,신한은행,20251126,20251126133630883173,1,1,107042,0,01,01,53491,0,011,9012,2832897,C000000019,00019,002,식비,,U233567
01,110222333444,윤서준,081,하나은행,01,110777888999,조은비,088,신한은행,20251231,20251231130744261940,2,1,107043,0,01,01,1187362,0,081,4567,16870307,C000000008,00008,001,부동산거래,,U661789
01,110777888999,조은비,088,신한은행,01,110222333444,윤서준,081,하나은행,20251231,20251231130744261940,1,1,107044,0,01,01,1187362,0,088,1234,15406597,C000000007,00007,002,부동산거래,,U957807
01,110999000111,송하은,004,국민은행,02,ATM3483023349,ATM명동점,004,국민은행,20250311,20250311095903420110,2,1,107045,0,03,02,325038,1,004,4567,597279,C000000010,00010,001,식비,7907009766418124,U380483
01,110777888999,조은비,088,신한은행,01,110888777666,오채원,088,신한은행,20251223,20251223110914302696,2,1,107046,0,02,01,474852,0,088,1234,14931745,C000000007,00007,001,회비,,U558004
01,110888777666,오채원,088,신한은행,01,110777888999,조은비,088,신한은행,20251223,20251223110914302696,1,1,107047,0,02,01,474852,0,088,0123,10792303,C000000012,00012,002,회비,,U887891
01,110222333444,윤서준,081,하나은행,01,110888999000,최지훈,088,신한은행,20251205,20251205145640295048,2,1,107048,0,02,01,248616,0,081,3456,16621691,C000000008,00008,001,대출상환,,U585701
01,110888999000,최지훈,088,신한은행,01,110222333444,윤서준,081,하나은행,20251205,20251205145640295048,1,1,107049,0,02,01,248616,0,088,9012,9166444,C000000004,00004,002,대출상환,,U153544
01,110987654321,박영희,004,국민은행,02,ATM2902803295,ATM을지로점,004,국민은행,20250517,20250517094618978954,2,1,107050,0,03,02,209697,1,004,2345,5431207,C000000002,00002,001,투자금,2077915733200758,U420446
01,110333222111,문지훈,004,국민은행,01,110987654321,박영희,004,국민은행,20250409,20250409173123541545,2,1,107051,0,02,01,83979,0,004,1234,2919998,C000000020,00020,001,보험료,,U191459
01,110987654321,박영희,004,국민은행,01,110333222111,문지훈,004,국민은행,20250409,20250409173123541545,1,1,107052,0,02,01,83979,0,004,4567,5515186,C000000002,00002,002,보험료,,U138116
01,110555444333,서준호,081,하나은행,01,110333444555,임도현,020,우리은행,20250425,20250425140122762871,2,1,107053,0,04,01,21816,0,081,6789,2544040,C000000013,00013,001,급여이체,,U448062
01,110333444555,임도현,020,우리은행,01,110555444333,서준호,081,하나은행,20250425,20250425140122762871,1,1,107054,0,04,01,21816,0,020,7890,2982935,C000000011,00011,002,급여이체,,U626675
01,110888999000,최지훈,088,신한은행,02,ATM6953392708,ATM강남점,088,신한은행,20251204,20251204140509584323,2,1,107055,0,03,02,1320969,1,088,0123,7845475,C000000004,00004,001,선물,4147783695424903,U956994
01,110333222111,문지훈,004,국민은행,01,110444555666,강민지,020,우리은행,20250628,20250628172147092724,2,1,107056,0,01,01,624947,0,004,4567,2295051,C000000020,00020,001,상환금,,U714642
01,110444555666,강민지,020,우리은행,01,110333222111,문지훈,004,국민은행,20250628,20250628172147092724,1,1,107057,0,01,01,624947,0,020,8901,12654217,C000000006,00006,002,상환금,,U450797
01,110555666777,이민수,020,우리은행,01,110444555666,강민지,020,우리은행,20250214,20250214173240999654,2,1,107058,0,02,01,94358,0,020,7890,9432961,C000000003,00003,001,부동산거래,,U403386
01,110444555666,강민지,020,우리은행,01,110555666777,이민수,020,우리은행,20250214,20250214173240999654,1,1,107059,0,02,01,94358,0,020,8901,12748575,C000000006,00006,002,부동산거래,,U141899
01,110888777666,오채원,088,신한은행,01,110444555666,강민지,020,우리은행,20250215,20250215150807319293,2,1,107060,0,01,01,342562,0,088,9012,10449741,C000000012,00012,001,부동산거래,,U227015
01,110444555666,강민지,020,우리은행,01,110888777666,오채원,088,신한은행,20250215,20250215150807319293,1,1,107061,0,01,01,342562,0,020,8901,13091137,C000000006,00006,002,부동산거래,,U111421
01,110555666777,이민수,020,우리은행,01,110666777888,한지우,011,농협은행,20250614,20250614112020611679,2,1,107062,0,01,01,105993,0,020,8901,9326968,C000000003,00003,001,대출상환,,U508611
01,110666777888,한지우,011,농협은행,01,110555666777,이민수,020,우리은행,20250614,20250614112020611679,1,1,107063,0,01,01,105993,0,011,0123,1725422,C000000009,00009,002,대출상환,,U576084
01,110333444555,임도현,020,우리은행,02,ATM2858025670,ATM종로점,020,우리은행,20250808,20250808160939810314,2,1,107064,0,03,02,21582,1,020,8901,2961353,C000000011,00011,001,생활비,2868061752280995,U692876
01,110444555666,강민지,020,우리은행,01,110666777888,한지우,011,농협은행,20250228,20250228091621870446,2,1,107065,0,04,01,4915491,0,020,8901,8175646,C000000006,00006,001,교통비,,U604402
01,110666777888,한지우,011,농협은행,01,110444555666,강민지,020,우리은행,20250228,20250228091621870446,1,1,107066,0,04,01,4915491,0,011,7890,6640913,C000000009,00009,002,교통비,,U475211
01,110666555444,노태양,081,하나은행,01,110333444555,임도현,020,우리은행,20250120,20250120121246935746,2,1,107067,0,04,01,16460,0,081,5678,6346662,C000000018,00018,001,카드대금,,U521715
01,110333444555,임도현,020,우리은행,01,110666555444,노태양,081,하나은행,20250120,20250120121246935746,1,1,107068,0,04,01,16460,0,020,7890,2977813,C000000011,00011,002,카드대금,,U546075
01,110666777888,한지우,011,농협은행,01,110234567890,김철수,004,국민은행,20251030,20251030105021582047,2,1,107069,0,02,01,391843,0,011,0123,6249070,C000000009,00009,001,컨설팅비,,U259351
01,110234567890,김철수,004,국민은행,01,110666777888,한지우,011,농협은행,20251030,20251030105021582047,1,1,107070,0,02,01,391843,0,004,1234,1669564,C000000001,00001,002,컨설팅비,,U633325
01,110987654321,박영희,004,국민은행,01,110222333444,윤서준,081,하나은행,20250531,20250531132222710292,2,1,107071,0,04,01,295824,0,004,2345,5219362,C000000002,00002,001,보험료,,U847364
01,110222333444,윤서준,081,하나은행,01,110987654321,박영희,004,국민은행,20250531,20250531132222710292,1,1,107072,0,04,01,295824,0,081,6789,16917515,C000000008,00008,002,보험료,,U536726
01,110444333222,장민석,020,우리은행,01,110666777888,한지우,011,농협은행,20251228,20251228151848714148,2,1,107073,0,02,01,310095,0,020,7890,7589421,C000000016,00016,001,회비,,U499585
01,110666777888,한지우,011,농협은행,01,110444333222,장민석,020,우리은행,20251228,20251228151848714148,1,1,107074,0,02,01,310095,0,011,0123,6559165,C000000009,00009,002,회비,,U878038
01,110333444555,임도현,020,우리은행,01,110444333222,장민석,020,우리은행,20250626,20250626105403965692,2,1,107075,0,02,01,86622,0,020,6789,2891191,C000000011,00011,001,컨설팅비,,U519907
01,110444333222,장민석,020,우리은행,01,110333444555,임도현,020,우리은행,20250626,20250626105403965692,1,1,107076,0,02,01,86622,0,020,8901,7676043,C000000016,00016,002,컨설팅비,,U882255
01,110999888777,배수지,011,농협은행,01,110234567890,김철수,004,국민은행,20251022,20251022103808364643,2,1,107077,0,01,01,107617,0,011,8901,2725280,C000000019,00019,001,프로젝트비용,,U510336
01,110234567890,김철수,004,국민은행,01,110999888777,배수지,011,농협은행,20251022,20251022103808364643,1,1,107078,0,01,01,107617,0,004,4567,1777181,C000000001,00001,002,프로젝트비용,,U131085
01,110777888999,조은비,088,신한은행,01,110555444333,서준호,081,하나은행,20250822,20250822142157744900,2,1,107079,0,01,01,401284,0,088,2345,14530461,C000000007,00007,001,투자금,,U906176
01,110555444333,서준호,081,하나은행,01,110777888999,조은비,088,신한은행,20250822,20250822142157744900,1,1,107080,0,01,01,401284,0,081,6789,2945324,C000000013,00013,002,투자금,,U746382
01,110987654321,박영희,004,국민은행,01,110666777888,한지우,011,농협은행,20250412,20250412141853454315,2,1,107081,0,01,01,1782241,0,004,3456,3437121,C000000002,00002,001,투자금,,U244909
01,110666777888,한지우,011,농협은행,01,110987654321,박영희,004,국민은행,20250412,20250412141853454315,1,1,107082,0,01,01,1782241,0,011,8901,8341406,C000000009,00009,002,투자금,,U926614
01,110888999000,최지훈,088,신한은행,01,110444555666,강민지,020,우리은행,20250916,20250916154843521304,2,1,107083,0,01,01,87910,0,088,0123,7757565,C000000004,00004,001,컨설팅비,,U896760
01,110444555666,강민지,020,우리은행,01,110888999000,최지훈,088,신한은행,20250916,20250916154843521304,1,1,107084,0,01,01,87910,0,020,7890,8263556,C000000006,00006,002,컨설팅비,,U934712
01,110222333444,윤서준,081,하나은행,02,ATM3772333414,ATM종로점,081,하나은행,20251020,20251020132648960853,2,1,107085,0,03,02,124444,1,081,4567,16793071,C000000008,00008,001,의료비,1116908011062796,U710684
01,110999000111,송하은,004,국민은행,01,110666555444,노태양,081,하나은행,20251217,20251217111633266473,2,1,107086,0,04,01,708850,0,004,1234,2219166,C000000010,00010,001,카드대금,,U237106
01,110666555444,노태양,081,하나은행,01,110999000111,송하은,004,국민은행,20251217,20251217111633266473,1,1,107087,0,04,01,708850,0,081,6789,7055512,C000000018,00018,002,카드대금,,U339643
01,110444333222,장민석,020,우리은행,01,110333222111,문지훈,004,국민은행,20250714,20250714152652538123,2,1,107088,0,04,01,40656,0,020,6789,7635387,C000000016,00016,001,의료비,,U734841
01,110333222111,문지훈,004,국민은행,01,110444333222,장민석,020,우리은행,20250714,20250714152652538123,1,1,107089,0,04,01,40656,0,004,4567,2335707,C000000020,00020,002,의료비,,U318189
01,110333444555,임도현,020,우리은행,02,ATM1177934121,ATM명동점,020,우리은행,20251111,20251111124236669840,2,1,107090,0,03,02,98761,1,020,5678,2792430,C000000011,00011,001,서비스비용,6165909100300916,U563997
01,110555666777,이민수,020,우리은행,02,ATM8577092533,ATM을지로점,020,우리은행,20250825,20250825122915482073,2,1,107091,0,03,02,431463,1,020,6789,8895505,C000000003,00003,001,협력금,8235295741094460,U541460
01,110111222333,정수민,004,국민은행,01,110333222111,문지훈,004,국민은행,20250822,20250822151133437214,2,1,107092,0,02,01,412165,0,004,4567,19099882,C000000005,00005,001,교통비,,U242038
01,110333222111,문지훈,004,국민은행,01,110111222333,정수민,004,국민은행,20250822,20250822151133437214,1,1,107093,0,02,01,412165,0,004,1234,2747872,C000000020,00020,002,교통비,,U526040
01,110444555666,강민지,020,우리은행,02,ATM1230852771,ATM종로점,020,우리은행,20250507,20250507162624460256,2,1,107094,0,03,02,66111,1,020,6789,8197445,C000000006,00006,001,보험료,2264968110686452,U276249
01,110333444555,임도현,020,우리은행,01,110234567890,김철수,004,국민은행,20250920,20250920142727590730,2,1,107095,0,01,01,163761,0,020,5678,2628669,C000000011,00011,001,교육비,,U998440
01,110234567890,김철수,004,국민은행,01,110333444555,임도현,020,우리은행,20250920,20250920142727590730,1,1,107096,0,01,01,163761,0,004,2345,1940942,C000000001,00001,002,교육비,,U920483
01,110666555444,노태양,081,하나은행,01,110666777888,한지우,011,농협은행,20250710,20250710165137912882,2,1,107097,0,04,01,64623,0,081,4567,6990889,C000000018,00018,001,투자금,,U568168
01,110666777888,한지우,011,농협은행,01,110666555444,노태양,081,하나은행,20250710,20250710165137912882,1,1,107098,0,04,01,64623,0,011,7890,8406029,C000000009,00009,002,투자금,,U867039
01,110999000111,송하은,004,국민은행,01,110999888777,배수지,011,농협은행,20251227,20251227142038216383,2,1,107099,0,01,01,13853,0,004,3456,2205313,C000000010,00010,001,상환금,,U110025
01,110999888777,배수지,011,농협은행,01,110999000111,송하은,004,국민은행,20251227,20251227142038216383,1,1,107100,0,01,01,13853,0,011,9012,2739133,C000000019,00019,002,상환금,,U446260
01,110111000999,권나연,088,신한은행,01,110333222111,문지훈,004,국민은행,20251019,20251019105028605990,2,1,107101,0,01,01,4432882,0,088,9012,72988,C000000017,00017,001,선물,,U468629
